title	content	keyword	category
Amidst Tumblr Acquisition Rumors, Yahoo To Hold Product Event With Marissa Mayer On Monday	Yahoo has been on an acquisition tear of late, snapping up apps and mobile startups like they’re going out of style. Summly, Astrid, GoPollGo, MileWise, Loki Studios have all been acquired in the last month-and-a-half, while Yahoo simultaneously made a play  for a significant stake in French video giant, DailyMotion . With that falling through, rumors have begun to swirl that Yahoo is making a bid for Tumblr,  AllThingsD reported yesterday . Is this desperation or genius? Everyone has an opinion, which to Mayer’s credit is not something one has been able to say about Yahoo for a long time. On Monday, it seems that we may get a better sense of what Yahoo plans to do with all these new acquisitions, as  CNBC is reporting  that Yahoo will be holding a “product-related” news event on Monday in New York City. Marissa Mayer will reportedly be speaking at the press conference, but that’s all we know about the contents of the event at this point. Yet again, Yahoo’s CEO shows that she understands how to leverage the press to get the company back into the conversation. This has already led to speculation over what Yahoo will announce, if anything, at the event. Amidst the rumors of its potential billion-dollar bid for Tumblr, some are saying that Yahoo might use the stage to announce yet another acquisition. Even if a blockbuster acquisition isn’t the focus of the press conference, people will still be talking about Yahoo. At the very least, let’s hope Yahoo begins to explain the strategy behind its acquire-and-shut-down approach and what its “big” plans are for mobile —  “touching people’s lives ‘every day’”  doesn’t quite do it. Yahoo to hold a product-related news event in New York City on Monday; CEO Marissa Mayer to speak at event. $YHOOYahoo was founded in 1994 by Stanford Ph.D. students David Filo and Jerry Yang. It has since evolved into a major internet brand with search, content verticals, and other web services.Yahoo! Inc. (Yahoo!), incorporated in 1995, is a global Internet brand. To users, the Company provides owned and operated online properties and services (Yahoo! Properties, Offerings, or Owned and Operated sites). Yahoo! also extends its marketing platform and access to Internet users beyond Yahoo! Properties through its distribution network	yahoo	web
Yahoo’s Acqui-Hire Spree Continues With Mobile Gaming Startup Loki Studios	Yahoo has just been gobbling up startups. In the last week or so, it has announced the acquisition of  Astrid ,  GoPollGo , and  Milewise . In fact,  in a tweet today , Yahoo said that it has “added 22 entrepreneurs to our growing mobile team,” thanks to the three aforementioned companies — plus a mobile gaming startup called  Loki Studios .I’ve reached out to both Yahoo and Loki Studios for details about the deal, but the news seems to be confirmed on the Loki website, where the front page currently announces that the team is joining Yahoo:It has been a difficult but immensely rewarding journey. We collaborated closely with an incredibly supportive community to continuously iterate and improve upon [Loki Sutdios' game] Geomon. We were fortunate to have been advised by some of the best mentors in the industry and befriended many of our peers along the way. We surmounted immense obstacles, formed tightknit bonds, and worked through a few too many sunrises.Now, our journey continues. We are thrilled to be joining the exceptional folks at Yahoo!. We believe fully in their commitment to creating outstanding mobile products. We are excited to learn from, work with, and contribute to one of the most well-known pioneers of the tech industry.The note is signed by seven Loki team members, so it sounds like they’re all joining Yahoo.The startup had  backing  from DCM’s Android-focused fund and it was also part of the inaugural class at the StartX incubator for the Stanford community.It’s not clear whether Yahoo will actually be doing anything with Loki’s technology, but in case you’re curious, the company  says  it was working on location-based games, starting with its title Geomon. The idea is to incorporate data about the user’s location — “including the weather, temperature, time of day, season, and geographic region” — into the game: “Therefore, playing our game on the beach on a warm, sunny day provides a different game experience from playing at home in the city on a cold, winter’s night.”Update:  Yahoo just sent me a statement announcing the deal.Today we welcomed Loki Studios to the Yahoo! mobile team. Their experience in community and location-based mobile services is impressive and we’re excited to have them on the team.The company said that it’s not disclosing the terms of the deal, and that Geomon will be shut down.Yahoo was founded in 1994 by Stanford Ph.D. students David Filo and Jerry Yang. It has since evolved into a major internet brand with search, content verticals, and other web services.Yahoo! Inc. (Yahoo!), incorporated in 1995, is a global Internet brand. To users, the Company provides owned and operated online properties and services (Yahoo! Properties, Offerings, or Owned and Operated sites). Yahoo! also extends its marketing platform and access to Internet users beyond Yahoo! Properties through its distribution network	yahoo	web
Yahoo Acquires Tech And Talent Of Frequent Flyer Flight Search Startup MileWise, And Shuts It Down	Yahoo has just acquired frequent flier search  startup MileWise , whose team will move to New York to join the recently acquired Stamped team on Yahoo’s mobile squad. I hear MileWise’s investors made a small return, and MileWise’s entire five-person team is joining Yahoo. The startup has shut down its flight search.MileWise specialized in helping serious travelers choose the cheapest flights, not just based on price, but also with  frequent flyer mile discounts factored in.  The Google ITA-data powered search engine could also let you see how many miles you could earn by buying certain flights. While it never reached the fame of sites like Kayak, it was a powerful resource for people who fly often.Yahoo tells us, “Today Milewise and GoPollGo joined the Yahoo! mobile team. GoPollGo created a cool social polling app and the team has joined our mobile org in Sunnyvale. Milewise created a great app to make travel planning easier and personalized. They have joined our New York mobile team.” You’ll notice that Yahoo forgot the MileWise camel case in its own confirmation email.For more info on the  GoPollGo acquisition, read our story  by Ingrid Lunden. We got tipped off that the MileWise acquisition was in the works last Monday, but heard it could still go either way so we didn’t publish.  PandoDaily  later reported the deal might go through.The four-year-old MileWise had raised $1.5 million from  Atlas Venture ,  Founder Collective ,  General Catalyst Partners ,  High Line Venture Partners ,  iNovia Capital ,  David Cohen ,  Geoff Judge ,  Mitch Kapor ,  Keith Rabois ,  Naval Ravikant ,  David Tisch ,  Kal Vepuri  and several other angels. They all apparently made a modest return on their investment.The startup could bring know-how for helping Yahoo differentiate its travel.yahoo.com site from competitors as it focuses on the small screen. While MileWise itself has shut down and its search engine can no longer be accessed, its functionality could certainly end up in a Yahoo travel app. In the meantime, MileWise users will receive an email with instructions for exporting their data.MileWise co-founders Nicholas Meyer and Vinay Pulim previously founded Reble.fm and later sold it to Playlist.com. Along with third co-founder Sanjay Kothari, these flexible, seasoned entrepreneurs are just the kind of talent Marissa Mayer is looking for. She wants to focus on user experience, and these guys know how to deliver something simple and easy but that adds unique value.Here’s the full note from the MileWise team:We’re proud to announce we’ve been acquired by Yahoo!MileWise began almost four years ago with the goal of creating a simple, powerful product to help people and providers get the most value out of their rewards.Along the way, we’ve been lucky to connect with an incredible community of fellow travelers, without whom we wouldn’t have made it this far. To everyone who took MileWise for a spin: THANK YOU! You shared our vision of what MileWise could become, and generously donated your time and passion towards making it a reality.As part of the transition, the MileWise service will be shutting down. It’s tough to say goodbye to something we’ve dedicated so much to. But, we’ve tried to make it easy to take your data with you. We’ll be sending everyone an email with instructions on exporting your data, and if you have any questions don’t hesitate to  email us .The MileWise team will be joining Yahoo! in NYC’s Bryant Park office. We’re thrilled to be joining such a talented group of inventors, and can’t wait to get working on the next big thing coming out of Yahoo.Again, we’d like to thank everyone who supported us along the way: our investors, our employees, our partners, and most importantly, our fellow travelers.The MileWise TeamIf you have rewards in multiple programs (frequent flyer miles, credit cards, hotel points…), figuring out how to use them can be a real pain.Milewise tracks all your rewards in one place, and once it’s time to travel, figures out how you can get the most value.Just tell Milewise where you’re going, and we’ll show you all the different ways you can use cash, miles or points to book your flight. We’ll even rank your options by what we...Yahoo was founded in 1994 by Stanford Ph.D. students David Filo and Jerry Yang. It has since evolved into a major internet brand with search, content verticals, and other web services.Yahoo! Inc. (Yahoo!), incorporated in 1995, is a global Internet brand. To users, the Company provides owned and operated online properties and services (Yahoo! Properties, Offerings, or Owned and Operated sites). Yahoo! also extends its marketing platform and access to Internet users beyond Yahoo! Properties through its distribution network	yahoo	web
Yahoo Wants To Touch People’s Lives “Every Day”, And Is Developing For Google Glass	What is Yahoo? Marissa Mayer just laid out the company’s identity and future at  Wired Business Conference . The key words she repeated over and over was “Every Day”. That’s when Yahoo wants you to use it, and it’s why it’s now developing for Google Glass,  acquiring app talent like Astrid , and relaunching products like Yahoo Weather she’s sees as part of your “daily dozen” activities on mobile.Mayer explained to Wired’s Steven Levy on stage in New York City that the company wants to help you do all the core mobile activities you do each day, including checking news, email, sports, finance, and weather. While other companies are more focused, she said “it’s okay for us to have an overall offering”.It hasn’t worked too badly. Yahoo now has 300 million mobile users per month, and 700 million on desktop. “Yahoo has an amazing brand. I’m Midwestern and the brand is really strong there.”The only problem with having so many apps is the switching costs. It takes time to do each of your “daily dozen” activities, but they shouldn’t interrupt your life. That’s why Mayer says Yahoo is developing for Google Glass, which could make its offering a seamless part of your day. Special apps may have to wait, though, as first and foremost she wants to make sure Yahoo’s homepage and other existing products work flawlessly on the tiny Glass screen.That’s also one reason Yahoo was so excited to  acquire news condenser Summly  in March. ”Summarization will be a core technology in mobile. Short summaries add value”, especially when you’re trying to keep moving, or are imbibing information through a wearable computing device like Glass.The renewed focus on the user experience is what ties together Yahoo’s strategy. Rather than just throwing content at people, it wants to make that content enjoyable to consume. It’s not abandoning content by any means, and is planning original programming plus more licensing deals like buy Saturday Night Live clips. But it’s UX that will bring Yahoo back into the spotlight. For example, Mayer says Yahoo hopes to innovate in search by returning results pages in more creative and helpful formats than just lists of links.Mayer took a moment to tout her new policy against working from home as critical to building enjoyable apps, and despite industry hubbub, she says it was well received internally. She mentioned that the  new Yahoo Weather app  that integrates Flickr photos couldn’t have been built so fast without the team in the same room. The result was a hit app, that she says got all the downloads they expected for the quarter in the first four days after launch.Close collaboration is what will let Yahoo move fast and make products for all of us. “The moonshot for Yahoo is being on every smartphone, every tablet, every PC for every Internet user. For me the word portal is somewhat limiting.” Yahoo doesn’t want to just lead you to utility, it wants to be that utility.[Image Credit:  Wcerrudo ]Yahoo was founded in 1994 by Stanford Ph.D. students David Filo and Jerry Yang. It has since evolved into a major internet brand with search, content verticals, and other web services.Yahoo! Inc. (Yahoo!), incorporated in 1995, is a global Internet brand. To users, the Company provides owned and operated online properties and services (Yahoo! Properties, Offerings, or Owned and Operated sites). Yahoo! also extends its marketing platform and access to Internet users beyond Yahoo! Properties through its distribution network	yahoo	web
Yahoo Acquires 4M-User ‘To Do’ App Astrid, Is Now In A Holding Pattern For 90 Days	“Happier, healthier, more productive.” That was the goal of mobile app  Astrid , and now Yahoo is taking up the mission as it’s just  acquired  the social productivity platform. Co-founded by a former Palantir engineer, Tim Su, AngelPad-backed Astrid says that it has four million users, who as of  September 2012  logged 30 million plans on the platform. Astrid, we have heard, had raised well over $1 million from  investors  that included, in addition to AngelPad, Google Ventures, Nexus Venture Partners, Jack Herrick and TMT Ventures.Terms of the deal were not disclosed. But we’ve heard the price is “well over the amount you would pay for an acqui-hire.” Yahoo has been putting a strong emphasis on mobile in its future plans, making several other acquisitions in the area, such as the recent deal to buy  Summly . Astrid not only gives Yahoo an existing base of mobile users, but also a productivity platform that Yahoo will now be able to scale out. On the hiring side, the whole of the team, which is around 8-12 people, is joining Yahoo. That includes Tim Su and his big data expertise as well as Jon Paris, the co-founder and CEO, who before Astrid had also founded another startup,  Graceful Tools , an event-planning site. (And before that, according to his  CrunchBase entry , Paris had been a minister, with one previous role including Campus Director for the Stanford Chapter of InterVarsity, the Christian student group.)As for the future of the app, “Over the next 90 days, Astrid will continue to work as is, and we will no longer be accepting new premium subscriptions,” the company notes in a  blog post  announcing the news. “To make future changes as easy as possible, we’ll be in touch with users shortly to share how to download data.” It doesn’t say what else Astrid will be doing after that.Yahoo has also provided us with a statement: “We’re excited to welcome Astrid to Yahoo!’s mobile team. Their background in personalized mobile experiences is impressive, and we know they will be a huge asset to as we continue to re-imagine our products,” said a spokesperson.“We’re really excited to join the mobile team and continue this work with Yahoo!’s goal of ‘making the world’s daily habits more inspiring and entertaining,’” Paris notes on behalf of the Astrid team in the blog post.Launched back in 2008, Astrid was a pioneer in the email management and to-do app space. Now it runs on iPhone, iPad, Android, Windows and desktop and mobile web. The app lets you create lists and reminders, and share them with others. It also integrates with Siri on iOS to add voice-based reminders. If some of Astrid’s technology does end up getting used at Yahoo, the acquisition gives Yahoo a potential lever to compete with apps like Mailbox, Evernote and Wunderlist. On the email front, one of the features that Astrid touts is that it can help users  clean up their inboxes in 30 minutes .Astrid is a social to-do list.  With Astrid people organize their goals, share ideas, provide encouragement and have a great time getting more done.  Astrid has helped over 3 million people completed over 35 million tasks.Yahoo was founded in 1994 by Stanford Ph.D. students David Filo and Jerry Yang. It has since evolved into a major internet brand with search, content verticals, and other web services.Yahoo! Inc. (Yahoo!), incorporated in 1995, is a global Internet brand. To users, the Company provides owned and operated online properties and services (Yahoo! Properties, Offerings, or Owned and Operated sites). Yahoo! also extends its marketing platform and access to Internet users beyond Yahoo! Properties through its distribution network	yahoo	web
Yahoo’s Deal To Buy A $200M Stake In Dailymotion From Orange Scuppered By French Government	It looks like lightning has struck on the towers of  Dailymotion . Yahoo’s bid to take a $200 million majority stake in the video site — known as the ‘YouTube of France’ — by buying a stake from carrier France Telecom/Orange has been killed by the French government, which decided that it didn’t want a U.S. company to take a controlling stake in a French operation, TechCrunch has confirmed with a source close to the situation.Rumors of problems with the deal have been swirling around for weeks. At first it looked like the issues were because of internal disagreements at Yahoo, according to  Business Insider . But a report in the French newspaper  Le Monde  last week noted that Orange had suspended the deal because of opposition from the French state, which owns 27% of the telecom company.We have confirmed with someone close to the deal that the latter is indeed the case. Our source said that Arnaud Montebourg, the French Minister of Industrial Renewal, effectively told Orange that it could not go through with the deal. “Dailymotion is considered a marquee company in France’s technology industry,” the source said. “Hence, Montebourg didn’t want to let it go to the Americans. He wanted anchorage to stay in France. It’s a shame because all of the growth at Dailymotion is international. It would have been in the best interests of the company. It’s stunning, really.”Stéphane Richard, who wants to stay at the head of Orange for another term, didn’t want to go through with the deal. In the meantime, Dailymotion won’t be able to keep up with the competition — and especially YouTube — if Orange is not ready to invest more capital in Dailymotion.The end to the Yahoo deal will have a couple of ramifications. For one, Dailymotion will likely now have to raise money from somewhere — France Telecom or the French government, or perhaps from a national business — in order to invest in its platform.  Les Echos  estimates that the sum will need to be in the region of €50 million ($65 million).The alternative to that is to seek out another buyer, probably in France, who would be interested in buying most of France Telecom’s stake, since the carrier had already made it clear that it intended to divest itself of most of that stake when it took it on earlier this year. It’s not clear which company would be a good fit to acquire Dailymotion.The other is the question of what this might mean for investing in French companies in the future. “The strategic intent was always to find an investor to help them internationally,” said the source. “France Telecom and Dailymotion may now go back to other interested parties to instead take a minority stake, but the issue with that is if you’re a minority investor and you’ve seen the French government do this, why would you invest? It’s a terrible signal to the marketplace. Who in their right mind would go there now? From a signalling standpoint it’s highly concerning.”As a result, venture capital investments could flatten in the coming months. The government sent a bad signal to French investors.TechCrunch understands that Yahoo’s interest in Dailymotion had stretched back from before news first broke of it in March. In fact, from what we understand it was even on the table before  France Telecom bought its majority stake in January 2013 . It may have even been the confidence of that sale going through that encourages France Telecom to step in when it did.We have reached out to France Telecom for comment and will update this post as we learn more.Dailymotion is a social video site based out of Paris that offers a mix of both amateur and professional content. They are differentiating their site by offering a mix of professional content, contextual advertising, and paying top content producers (companies or individuals) through their MotionMaker program. Dailymotion offers a healthy mix of individual videos, channels and groups that can be viewed by popularity, most recent, most views and most rated. In July 2007, Dailymotion announced that they would be...France Télécom is the main telecommunications company in France, the third-largest in Europe and one of the largest in the world	yahoo	web
Yahoo CEO Marissa Mayer Unveils The First Results Of Its Hot New Summly Acquisition	In March,  Yahoo  made a big splash in its already dazzling list of acquisitions when it  acquired Summly , a UK-based mobile startup led by 17-year-old founder Nick D’Aloisio that summarizes long texts to make them easier to read on mobile screens. Today, Yahoo CEO Marissa Mayer unveiled the first official fruit of that acquisition: A 160-word summary of her hour-long, 2013 Q1 earnings presentation (original length, 2,000+ words). So for those of you who don’t have the time or inclination to read the whole results transcript, or one of the many  reports covering the earnings , but are still interested in what’s going on at Yahoo, here it is:I’m pleased with the continued execution I see every day — our teams have been working very hard, especially in Q1.  As a result of these initiatives and many others, the talent is undeniable — today, more applicants want to work at Yahoo, and more employees are staying.  These teams bring an incredible mix of engineering and technical talent, which will help us accelerate our efforts in mobile development and contentpersonalization.The teams are already moving quickly to amplify the entrepreneurial spirit that’s so prevalent at Yahoo right now. Designed to be more intuitive and personal, the new Yahoo experience is all about users’ interests and preferences. Yahoo is a consumer Internet company, and the consumer Internet is a growth industry. We’re on course to do what we said we would do — stabilize, and grow with the market.[Did not make the cut: Yahoo's advertising revenue declines; the fact that search has outstripped display revenues; and that Yahoo currently has 300 million monthly active users on mobile as it gears up for a bigger push on the platform.]In addition to Summly, which was acquired reportedly for  $30 million , Yahoo in the last quarter also bought  Snip.it ,  Alike  and  Jybe , “accelerating the Company’s efforts to build world-class technology and engineering teams in mobile and personalization.” That’s in addition to the wider push the company has also made to  hold on to its own key talent  and appoint a new raft of executives. It now has 11,300 employees on the books.Read our full Yahoo earnings report  here .Yahoo was founded in 1994 by Stanford Ph.D. students David Filo and Jerry Yang. It has since evolved into a major internet brand with search, content verticals, and other web services.Yahoo! Inc. (Yahoo!), incorporated in 1995, is a global Internet brand. To users, the Company provides owned and operated online properties and services (Yahoo! Properties, Offerings, or Owned and Operated sites). Yahoo! also extends its marketing platform and access to Internet users beyond Yahoo! Properties through its distribution network...Simple, intuitive and elegant. Summly redefines news for the mobile world with algorithmically generated summaries from thousands of sources. Innovative gestures, animations and great summaries make reading the news fun: easy to use, easy to scan, easy to read, clear and concise.Nick D’Aloisio launched Summly in December 2011 as a tech summarization prototype that garnered significant interest worldwide. With backing from Horizons Ventures, and help from many NLP and AI experts around the world, Nick and the Summly team	yahoo	web
Marissa Mayer Says Yahoo’s Focus On Talent Is Paying Off — Workforce Declined 19%, But Top Talent Attrition Has Halved	Yahoo’s Marissa Mayer said today that the company is nearing the end of its first “sprint” during her tenure as CEO. That sprint, she said, was focused on “getting people to believe in Yahoo” and making the company an appealing place to work.Mayer offered a number of comparisons to illustrate that things do seem to be turning around when it comes to talent. She said that the number of résumés that Yahoo received tripled over the course of the quarter. She also said that the attrition rate among “top talent” is half what it was a year ago.And she pointed to “boomerangs” — Yahoo employees who leave and then return quickly. Fourteen percent of Yahoo’s hires in the past quarter were boomerangs, Mayer said.On the other hand, it may not be hard to look good in comparison to last year’s numbers, because it sounds like the company lost a lot of people (many of them presumably due to layoffs). The company ended the quarter with 11,300 employees, down 19 percent from the same period last year.Now that the first sprint is over, Mayer said the company’s focus is shifting. Next up? “Building beautiful products and executing well against our business strategy.” If Yahoo builds beautiful products, it will start seeing more engagement, which will lead to revenue and eventually growth, she said.Mayer made her comments during the conference call discussing  the company’s first-quarter earnings report , which saw flat revenue but higher-than-expected earnings per share.Yahoo was founded in 1994 by Stanford Ph.D. students David Filo and Jerry Yang. It has since evolved into a major internet brand with search, content verticals, and other web services.Yahoo! Inc. (Yahoo!), incorporated in 1995, is a global Internet brand. To users, the Company provides owned and operated online properties and services (Yahoo! Properties, Offerings, or Owned and Operated sites). Yahoo! also extends its marketing platform and access to Internet users beyond Yahoo! Properties through its distribution network...Marissa Mayer is CEO of Yahoo. Previously as a VP at Google, Marissa Mayer led the product management and engineering efforts of Google’s local, mobile, and contextual discovery products including Google Maps, Google Maps for Mobile, Local Search, Google Earth, Street View, Latitude and more. At 36 years old, she was also the youngest member of Google’s executive operating committee. During her 12 years at Google, Marissa led product management and design efforts for Google web search, images, news,	yahoo	web
Yahoo Q1 Beats Analysts With Earnings Per Share Of 38 Cents, (Ex-TAC) Revenue Flat At $1.07B	Yahoo just released  its earnings report  for the first quarter of 2013, with better-than-expected (non-GAAP) earnings of $420 million, or 38 cents per share. Revenue (excluding traffic acquisition costs) was flat compared to last year, at $1.07 billion.Analysts has  predicted  that the company would report revenue of $1.1 billion and 24 cents EPS. Wall Street normally evaluates Yahoo on an ex-TAC basis — including traffic acquisition costs, revenue was $1.14 billion, down 7 percent from last year.Ex-TAC, search revenue has actually overtaken display ad revenue. Display revenue was $402 million (down 11 percent from last year), while search revenue was $409 million (up 6 percent).This is Marissa Mayer’s third quarter as CEO of the company — her leadership is seen as crucial for turning the company around. During the last earnings call,  Mayer said her big goals for Yahoo  included a better user interface, improved international reach, and broader demographics.“I’m pleased with Yahoo!’s performance in the first quarter,” Mayer said in the earnings release. “We saw continued stability in our business, strengthened our team, and started the year with fast execution against our products and partnerships. We are moving quickly to roll out beautifully designed, more intuitive experiences for our users. I’m confident that the improvements we’re making to our products will set up the Company for long-term growth.”Yahoo had a pretty active quarter.  It unveiled a more personal, interactive version of its homepage  in February. On the advertising front,  it announced a non-exclusive display partnership with Google . And it acquired Snip.it, Alike, Jybe, and made its biggest splash by  announcing the acquisition of mobile news startup Summly  for a reported $30 million.Yahoo was founded in 1994 by Stanford Ph.D. students David Filo and Jerry Yang. It has since evolved into a major internet brand with search, content verticals, and other web services.Yahoo! Inc. (Yahoo!), incorporated in 1995, is a global Internet brand. To users, the Company provides owned and operated online properties and services (Yahoo! Properties, Offerings, or Owned and Operated sites). Yahoo! also extends its marketing platform and access to Internet users beyond Yahoo! Properties through its distribution network	yahoo	web
Yahoo! Mail Partners With Dropbox To Add File Attachments, Can Help Bring New Audience To The File Hosting Service	It’s no secret that Yahoo! is overhauling all of its flagship products, including mail. The service has gotten a  refresh on both the web and mobile , and today, the company has  announced a partnership with file-backup and sharing service Dropbox .The partnership will make it easier to send, receive and manage attachments in Yahoo! Mail. In case you’ve forgotten, Yahoo! Mail is still the No. 3 most-used mail service in the world behind Hotmail and Gmail. But the last time we checked,  it was No. 1 in the United States . By acting nimbly, the company can add small tweaks and enhancements thanks to partnerships like this that will give it a potential edge against the competition.This is good news for both companies, specifically Dropbox. This brings a new audience to the service, which has become a mainstay in the workplace and small teams of collaborators. Yahoo! has fresh users that might not be turned on to Dropbox lined up and waiting to try new things. If users don’t have a Dropbox account, they can simply sign up for one via Yahoo! Mail. That also means more potential revenue for Dropbox once these users fill up their free 2GB.Here’s what David McDowell, Senior Director of Product Management on Yahoo! Mail had to say about the partnership:Starting today, Dropbox is available within Yahoo! Mail. This integration allows you to share and store files more easily, whether they are vacation photos or important documents like tax returns and research papers. And, because files can be stored in your Dropbox account online, it’s easy to find the files you want even when you are away from your desktop.Dropbox is available within Yahoo! Mail for the Web in English, French, Spanish, German and Italian. For those of you new to Dropbox, you can quickly create an account from within Yahoo! Mail.On the Dropbox blog , the company discusses the advantages of managing all of your attachments using their service, including not having to worry about file sizes. Additionally, you’ll be able to share whole albums of photos to emails, no doubt in a push from the  recently acquired Snapjoy team , which is really handy. This will all be rolling out to everyone today.This is the second major move that Dropbox has made in the email space, the first being  the acquisition of popular, and hard to get into, mobile app Mailbox . Interestingly enough, sources tell us that Yahoo! was making a serious push to acquire Mailbox, so it’s fun to see them working together in one form another.If you can’t acquire them, partner with them.We’ve asked Yahoo! about whether this replaces the  partnership that they have with YouSendIt , which basically allowed users to perform the same tasks that Dropbox does. We will update this post if/when we hear back.UPDATE:  A Yahoo! representative tells us that YouSendIt is still available as a file attachment option under “Applications” and “Attach Large Files.”[Photo credit:  Flickr ]Yahoo was founded in 1994 by Stanford Ph.D. students David Filo and Jerry Yang. It has since evolved into a major internet brand with search, content verticals, and other web services.Yahoo! Inc. (Yahoo!), incorporated in 1995, is a global Internet brand. To users, the Company provides owned and operated online properties and services (Yahoo! Properties, Offerings, or Owned and Operated sites). Yahoo! also extends its marketing platform and access to Internet users beyond Yahoo! Properties through its distribution network...Dropbox was founded in 2007 by Drew Houston and Arash Ferdowsi. Frustrated by working from multiple computers, Drew was inspired to create a service that would let people bring all their files anywhere, with no need to email around attachments. Drew created a demo of Dropbox and showed it to fellow MIT student Arash Ferdowsi, who dropped out with only one semester left to help make Dropbox a reality. Guiding their decisions was a relentless focus on crafting a	yahoo	web
Running With Friends, Zynga’s Entry In The Endless Runner Genre, Launches Globally	If you’re a fan of endless runner games like Temple Run, starting today you’ll get your chance to do more than  outrun a pack of demonic monkeys  — you can take on your friends, too, with Zynga’s new title Running With Friends.That’s the basic distinction that Travis Boatman, Zynga’s senior vice president of mobile, offered when describing the game to me. There’s already “a huge group of players that love these games,” he said, but they aren’t able to “play with friends and family the way that I can in Words With Friends.” At the same time, even though the social component is Zynga’s main addition, Boatman said the team was also focused on making sure the core gameplay was fun.That gameplay involves running through the streets of Pamplona, Spain, during the annual Running of the Bulls. As players try to keep ahead of the bulls, they also smash obstacles like haystacks and barrels to improve their scores. If they’re feeling particularly daring, they can jump on the back of a bull. As they race, they can compete with friends in a turn-based fashion, each player trying to best their friends’ time on the same level, and also trying to move up the game leaderboard.Although I have had my share of intense Words With Friends gameplay, this seems a little more fast-paced and action-oriented than the other titles in the With Friends franchise, which tend to have their roots in board games. However, Boatman said Running With Friends is linked to the rest of the franchise because of its asynchronous gameplay and its aim of being “very approachable” to casual gamers. (Plus, it uses the same login system as the other With Friends titles.)The game actually  launched in Canada  back in March, but today is its global launch on iOS, with an Android release promised shortly. This comes after some disappointing titles led to a relatively slow period for new releases from Zynga — during its most recent earnings call, executives said that  the company is planning to accelerate its launch schedule again , and that both Draw Something 2 (which launched in late April) and Running With Friends were showing some of the best internal scores that the company has seen.Zynga is also announcing Dunkin’ Donuts as a promotional partner, with Dunkin’-sponsored tips appearing in the game, and plans for Dunkin’-branded in-game rewards and boosts.Running With Friends was designed by team members who had previously worked on Scramble With Friends — they worked with Eat Sleep Play, the developer of Twisted Metal. Zynga said Eat Sleep Play built a custom 3D engine as well as helping out with art, animation, and other aspects of the game.For today’s launch, Zynga didn’t provide me with an advance copy of the game, just a video illustrating the gameplay. I did, however, get a chance to play once or twice during a company dinner with journalists earlier this year. As with other endless runners, I got caught up in the race pretty quickly — though it was only a few seconds before the bulls caught up and gored me.You can  download Running With Friends here .Zynga was founded in July 2007 by Mark Pincus and is named for his late American Bulldog, Zinga. Loyal and spirited, Zinga’s name is a nod to a legendary African warrior queen. The early supporting founding team included Eric Schiermeyer, Michael Luxton, Justin Waldron, Kyle Stewart, Scott Dale, John Doerr, Steve Schoettler, Kevin Hagan, and Andrew Trader.Zynga’s mission is connecting the world through games. Everyday millions of people interact with their friends and express their unique personalities through our	zynga	social
Zynga Plans To Accelerate Its Launch Cycle, Says New Games Won’t Offset Declines In Q2	Zynga hasn’t been releasing as many new titles in recent months, but things are about to pick up again, executives said during today’s conference call discussing  the company’s first quarter earnings report . In fact, they said they’re launching a big new title later today — Draw Something 2.Chief Operations Officer David Ko said that there’s been “a little bit of a pause in our title slate.” Behind the scenes, he said, the company has been reorganizing and reassessing its lineup, with a focus on four core genres (casual, casino, mid-core, and invest-and-express games), but we can “expect to see an uptick in our number of launches in the back half of the year” — though he didn’t offer a specific number.The company’s revenue declined 18 percent year-over-year and bookings were down 30 percent; its outlook for the next quarter isn’t promising, either. One of the analysts on the conference call asked whether, as Zynga navigates its transition to mobile and launches new titles, we can expect the next quarter to be the “trough,” with bookings picking up again afterwards.Chief Financial Officer Mark Vranesh responded that when it came to the second-quarter outlook, “We’re not presuming that aggregate bookings from new releases are going to offset declines from existing games. … That goes to DS2 as well.” As for whether things will pick up in the back half of the year, Vranesh said that’s what the company is hoping if its new launches go well, but he also cautioned that this year will be “bumpy.”To that point, another analyst asked what Zynga can learn from its recent launches — particularly the fact that FarmVille 2 has succeeded while other attempts to turn games into franchises has not. One of the main lessons of FarmVille 2, according to CEO Mark Pincus, is that “when we combine our best brands with our best teams and their passions we see almost magical results.”Ko added that while it’s impossible to know for certain which titles will turn into successful franchises, Zynga employees have been testing Draw Something 2 and Running With Friends internally, and they’re showing “some of the highest fun scores within the company.”Zynga was founded in July 2007 by Mark Pincus and is named for his late American Bulldog, Zinga. Loyal and spirited, Zinga’s name is a nod to a legendary African warrior queen. The early supporting founding team included Eric Schiermeyer, Michael Luxton, Justin Waldron, Kyle Stewart, Scott Dale, John Doerr, Steve Schoettler, Kevin Hagan, and Andrew Trader.Zynga’s mission is connecting the world through games. Everyday millions of people interact with their friends and express their unique personalities through our	zynga	social
